Pass,URL,Missing ALT tags
FALSE,https://www.teachaway.com/alternative-teacher-certification,"https://www.teachaway.com/sites/default/files/How%20long%20are%20teacher%20preparation%20programs%3F.jpg,https://www.teachaway.com/sites/default/files/How%20long%20does%20it%20take%20to%20get%20an%20alternative%20teaching%20certificate%3F.jpg,https://www.teachaway.com/sites/default/files/cons.png"
FALSE,https://www.teachaway.com/courses/az-teacher-certification,"https://www.teachaway.com/themes/contrib/tams/favicon.ico,https://www.teachaway.com/themes/contrib/tams/favicon.ico"
FALSE,https://www.teachaway.com/courses/hawaii-teacher-certification,"https://www.teachaway.com/themes/contrib/tams/favicon.ico,https://www.teachaway.com/themes/contrib/tams/favicon.ico"
FALSE,https://www.teachaway.com/courses/teacher-certification,"https://www.teachaway.com/themes/contrib/tams/images/header-image.jpg,https://www.teachaway.com/themes/contrib/tams/images/illustration-certificate.svg,https://www.teachaway.com/themes/contrib/tams/images/illustration-expedite.svg,https://www.teachaway.com/themes/contrib/tams/images/illustration-affordable.svg,https://www.teachaway.com/themes/contrib/tams/images/courses-certifications-logos/Location.svg,https://www.teachaway.com/themes/contrib/tams/images/courses-certifications-logos/Duration.svg,https://www.teachaway.com/themes/contrib/tams/images/courses-certifications-logos/Location.svg,https://www.teachaway.com/themes/contrib/tams/images/courses-certifications-logos/Duration.svg,https://www.teachaway.com/themes/contrib/tams/images/benefits-stacked.jpg,https://www.teachaway.com/themes/contrib/tams/images/digital-learning-team.jpg"
FALSE,https://www.teachaway.com/esl-jobs,https://www.teachaway.com/themes/contrib/tams/favicon.ico
